번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
158,057500,SKC 솔믹스,032602,전자부품 제조업,"61,494,040","30,747,020,000",500,원(KRW),(031)660-8400,경기도 평택시  경기대로 1043 ,2239
159,178920,SKC코오롱PI,032202,플라스틱제품 제조업,"29,366,322","14,683,161,000",500,원(KRW),031-436-8600,충청북도 진천군 이월면 고등1길 27 ,2239
160,018670,SK가스,074607,기타 전문 도매업,"9,054,167","45,270,835,000","5,000",원(KRW),02-6200-8114,경기도 성남시 분당구 판교로 332 ECO Hub,2239
161,001740,SK네트웍스,074607,기타 전문 도매업,"248,187,647","620,753,237,500","2,500",원(KRW),070-7800-2114,서울특별시 중구  남대문로 90 5-3 SK네트웍스,2239
162,006120,SK디스커버리,116409,기타 금융업,"19,037,855","111,677,150,000","5,000",원(KRW),02-2008-2008,경기도 성남시 분당구 판교로 332 -,2239
163,210980,SK디앤디,126801,부동산 임대 및 공급업,"16,155,000","16,155,000,000","1,000",원(KRW),02-398-4700,경기도 성남시 분당구 판교로 332 (삼평동),2239
164,036490,SK머티리얼즈,032001,기초 화학물질 제조업,"10,547,673","5,273,836,500",500,원(KRW),054-630-8114,경상북도 영주시  가흥공단로 59-33 ,2239
165,052260,SK바이오랜드,032004,기타 화학제품 제조업,"15,000,000","7,500,000,000",500,원(KRW),041-550-7700,충청남도 천안시 동남구  병천면 송정리2길 59 ,2239
166,096770,SK이노베이션,116409,기타 금융업,"92,465,564","468,569,950,000","5,000",원(KRW),02-2121-5114,서울특별시 종로구  종로 26 ,2239
167,001510,SK증권,116601,금융 지원 서비스업,"356,480,171","180,196,342,500",500,원(KRW),02-3773-8245,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,2239
168,285130,SK케미칼,032002,합성고무 및 플라스틱 물질 제조업,"11,579,852","65,192,610,000","5,000",원(KRW),02-2008-2726,경기도 성남시 분당구 판교로 310 ,2239
169,017670,SK텔레콤,106102,전기 통신업,"80,745,711","44,639,473,000",500,원(KRW),02-6100-2114,서울특별시 중구  을지로 65 (을자로2가),2239
170,000660,SK하이닉스,032601,반도체 제조업,"728,002,365","3,657,652,050,000","5,000",원(KRW),031-630-4114,경기도 이천시  부발읍 경충대로 2091 ,2239
171,048550,SM C&C,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","94,061,026","47,030,513,000",500,원(KRW),02-3788-0000,서울특별시 강남구 삼성로 648한섬빌딩 ,2239
172,063440,SM Life Design,031802,기록매체 복제업,"44,190,228","22,455,114,000",500,원(KRW),031-955-7171,경기도 파주시 직지길 376 ,2239
173,005610,SPC삼립,031007,기타 식품 제조업,"8,629,009","43,145,045,000","5,000",원(KRW),02-2276-5061,경기도 시흥시 공단1대로 101 ,2239
174,123260,STC,032601,반도체 제조업,"24,015,495","12,007,747,500",500,원(KRW),031-297-3551,경기도 화성시  향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장 ,2239
175,011810,STX,074608,상품 종합 도매업,"18,455,902","46,139,755,000","2,500",원(KRW),02-316-9600,경상남도 창원시 성산구  중앙대로 105  ,2239
176,077970,STX엔진,032901,일반 목적용 기계 제조업,"23,008,904","57,522,260,000","2,500",원(KRW),-,경상남도 창원시 성산구  공단로474번길 36 ,2239
177,071970,STX중공업,032901,일반 목적용 기계 제조업,"24,836,846","62,092,115,000","2,500",원(KRW),055-280-0700,경상남도 창원시 성산구  남면로 381 ,2239
178,289080,SV인베스트먼트,116409,기타 금융업,"26,617,000","13,308,500,000",500,원(KRW),02-3775-1020,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)",2239
179,002710,TCC동양,032401,1차 철강 제조업,"22,342,500","22,342,500,000","1,000",원(KRW),02-2633-3311,경상북도 포항시 남구  괴동로 100 ,2239
180,089230,THE E&M,106309,기타 정보 서비스업,"91,860,980","9,186,098,000",100,원(KRW),02-2088-8222,서울특별시 서초구 서초대로 398 플래티넘 타워 6층 ,2239
181,161570,THE MIDONG,032605,영상 및 음향기기 제조업,"13,791,786","6,895,893,000",500,원(KRW),070-7425-0614,서울특별시 서초구 남부순환로 2652 대명빌딩 7층 ,2239
182,032540,TJ미디어,032605,영상 및 음향기기 제조업,"13,931,609","6,965,804,500",500,원(KRW),02  -3663-4700,서울특별시 강서구 화곡로64길 23 ,2239
183,048770,TPC,032901,일반 목적용 기계 제조업,"12,900,000","6,450,000,000",500,원(KRW),032 -572 -1700,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터 ,2239
184,284610,TS트릴리온,032004,기타 화학제품 제조업,"37,657,000","3,765,700,000",100,원(KRW),02-785-8296,서울특별시 영등포구 국제금융로6길 33 ,2239
185,038340,UCI,168505,일반 교습 학원,"13,434,453","6,767,226,500",500,원(KRW),(02)3438-6900,"서울특별시 구로구 디지털로33길 48 604호(구로동, 대륭포스트타워7차)",2239
186,024070,WISCOM,032202,플라스틱제품 제조업,"15,025,920","7,512,960,000",500,원(KRW),031-495-1181,경기도 안산시 단원구  강촌로 237 ,2239
187,052300,W홀딩컴퍼니,085209,기타 운송관련 서비스업,"132,305,696","13,230,569,600",100,원(KRW),02-6237-9786,서울특별시 강남구 언주로148길 19 청호빌딩 4층 ,2239
188,037270,YG PLUS,033304,"인형,장난감 및 오락용품 제조업","58,170,704","29,710,352,000",500,원(KRW),02-3140-4600,서울특별시 강남구 도산대로15길 12 -,2239
189,040300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,000,000","42,000,000,000","1,000",원(KRW),(02) 398-8000,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어 ,2239
190,051390,YW,074608,상품 종합 도매업,"11,355,368","5,677,684,000",500,원(KRW),(031)703-7118,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)",2239
191,052220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","23,000,000","11,500,000,000",500,원(KRW),(02)2105-1100,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터) ",2239
192,079940,가비아,105802,소프트웨어 개발 및 공급업,"13,535,684","6,767,842,000",500,원(KRW),1544-4370,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 B동 401호,501호",2239
193,078890,가온미디어,032604,통신 및 방송 장비 제조업,"14,514,801","7,257,400,500",500,원(KRW),031-724-8500,경기도 성남시 분당구  성남대로 884-3 ,2239
194,000500,가온전선,032803,절연선 및 케이블 제조업,"4,160,347","20,801,735,000","5,000",원(KRW),02-6921-3921,경기도 군포시  엘에스로45번길 120 ,2239
195,192410,감마누,032604,통신 및 방송 장비 제조업,"24,435,800","12,217,900,000",500,원(KRW),031-831-8800,경기도 화성시 동탄면 금곡로 185-44 ,2239
196,024840,갑을메탈,032402,1차 비철금속 제조업,"31,241,496","15,620,748,000",500,원(KRW),053 -615 -1161,대구광역시 달성군 논공읍 논공로87길 88 갑을메탈 대구공장,2239
197,000860,강남제비스코,032004,기타 화학제품 제조업,"6,500,000","6,500,000,000","1,000",원(KRW),051-892-4221,부산광역시 부산진구  냉정로 289 (가야동),2239
198,217730,강스템바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"20,814,937","10,407,468,500",500,원(KRW),02-888-1590,서울특별시 강남구 테헤란로 512 신안빌딩 17층,2239
199,035250,강원랜드,189102,유원지 및 기타 오락관련 서비스업,"213,940,500","106,970,250,000",500,원(KRW),033-590-7700,강원도 정선군 사북읍 하이원길 265 강원랜드,2239
200,011420,갤럭시아에스엠,189101,스포츠 서비스업,"27,549,644","13,774,822,000",500,원(KRW),02-775-1300,서울특별시 강남구  학동로 311 미성빌딩 7층  ,2239
201,094480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업,"39,229,838","19,614,919,000",500,원(KRW),02-3484-8400,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층 ,2239
202,063080,게임빌,116409,기타 금융업,"6,595,192","3,297,596,000",500,원(KRW),02-876-5252,서울특별시 서초구  서초중앙로 4 게임빌빌딩,2239
203,039240,경남스틸,032401,1차 철강 제조업,"25,000,000","2,500,000,000",100,원(KRW),055 -252 -9208,경남 창원시 웅남동 61-46번지 ,2239
204,053950,경남제약,032102,의약품 제조업,"12,299,983","6,149,991,500",500,원(KRW),02-3490-5105,경상남도 의령군 동동리 1539-5 ,2239
205,002100,경농,032003,"비료, 농약 및 살균, 살충제 제조업","21,691,750","10,845,875,000",500,원(KRW),02-3488-5800,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193 ,2239
206,009450,경동나비엔,032805,가정용 기기 제조업,"12,739,510","12,739,510,000","1,000",원(KRW),031-8060-5500,경기도 평택시 서탄면 수월암길 95 -,2239
207,267290,경동도시가스,043502,연료용 가스 제조 및 배관공급업,"4,717,063","11,792,657,500","2,500",원(KRW),052-219-5300,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스 ,2239
208,012320,경동인베스트,116409,기타 금융업,"2,365,023","11,825,115,000","5,000",원(KRW),031-738-5557,경기도 성남시 분당구 수내로46번길 4 경동빌딩 -,2239
209,011040,경동제약,032102,의약품 제조업,"26,550,000","13,575,000,000",500,원(KRW),02  -576 -6121,경기도 화성시  양감면 제약단지로 224-3 ,2239
210,000050,경방,031301,방적 및 가공사 제조업,"27,415,270","13,707,635,000",500,원(KRW),02-2638-6000,서울특별시 영등포구 영중로 15 (영등포동 4가) ,2239
211,214390,경보제약,032101,기초 의약물질 및 생물학적 제제 제조업,"23,906,860","11,953,430,000",500,원(KRW),02-2175-2315,충청남도 아산시 실옥로 174 ,2239
212,012610,경인양행,032001,기초 화학물질 제조업,"40,396,365","20,198,182,500",500,원(KRW),032-571-7498,인천광역시 서구  건지로 199 (석남동) 223-52,2239
213,009140,경인전자,032602,전자부품 제조업,"1,570,797","7,853,985,000","5,000",원(KRW),02-2113-2000,"서울특별시 금천구  가산디지털2로 184 1411호(가산동,벽산/경인디지털밸리2)",2239
214,024910,경창산업,033003,자동차 신품 부품 제조업,"35,819,005","17,909,502,500",500,원(KRW),053 -560 -0141,대구광역시 달서구 성서로35길 6 월암동,2239
215,013580,계룡건설산업,064102,토목 건설업,"8,930,907","44,654,535,000","5,000",원(KRW),042-480-7114-5,대전광역시 서구 문정로48번길 48 -,2239
216,012200,계양전기,032901,일반 목적용 기계 제조업,"32,600,000","17,000,000,000",500,원(KRW),02-559-6800,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,2239
217,004200,고려개발,064102,토목 건설업,"30,438,889","152,194,445,000","5,000",원(KRW),031-420-9000,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",2239
218,002140,고려산업,031006,"곡물가공품, 전분 및 전분제품 제조업","24,939,425","24,939,425,000","1,000",원(KRW),051-600-5069,부산광역시 사상구 새벽시장로 21(감전동) ,2239
219,198440,고려시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","31,979,960","3,197,996,000",100,원(KRW),061-390-6575,전라남도 장성군 장성읍 영천로 35 고려시멘트,2239
220,049720,고려신용정보,147509,기타 사업지원 서비스업,"14,300,000","7,150,000,000",500,원(KRW),02-3450-9000,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",2239
221,010130,고려아연,032402,1차 비철금속 제조업,"18,870,000","94,350,000,000","5,000",원(KRW),02-519-3416,서울특별시 강남구  강남대로 542 영풍빌딩 ,2239
222,002240,고려제강,032401,1차 철강 제조업,"20,000,000","20,000,000,000","1,000",원(KRW),051-760-1700,부산광역시 수영구 구락로 150 ,2239
223,014570,고려제약,032102,의약품 제조업,"11,000,000","5,500,000,000",500,원(KRW),02-529-6100,경기도 이천시  신둔면 원적로 69-10 ,2239
224,098460,고영,032902,특수 목적용 기계 제조업,"13,687,951","6,843,975,500",500,원(KRW),02-6343-6000,"서울특별시 금천구 가산디지털2로 53 (가산동, 한라시그마밸리 14층, 15층)",2239
225,038530,골드퍼시픽,074604,생활용품 도매업,"17,136,344","8,568,172,000",500,원(KRW),02-2029-0700,서울특별시 금천구 가산디지털1로 131 B동 604호,2239
226,001290,골든브릿지증권,116601,금융 지원 서비스업,"50,693,589","51,997,065,000","1,000",원(KRW),02-3779-3000,서울특별시 서대문구 충정로 50 골든브릿지빌딩 ,2239
227,900280,골든센츄리,116409,기타 금융업,"93,400,000","18,680,000",0.2,미국달러(USD),02-780-8863,"Floor 4, Willow House, Cricket Square, P O Box 2084, Grand Cayman KY1-1112, Cayman Islands &nbsp",2239
228,215000,골프존,105802,소프트웨어 개발 및 공급업,"6,275,415","3,137,707,500",500,원(KRW),1577-4333,대전광역시 유성구 엑스포로97번길 40 (도룡동),2239
229,121440,골프존뉴딘홀딩스,116409,기타 금융업,"42,836,818","21,418,409,000",500,원(KRW),042-862-8109,서울특별시 강남구 영동대로 735- ,2239
230,183410,골프존데카,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,746,172","5,873,086,000",500,원(KRW),1644-8481,경기도 성남시 분당구 야탑로 98 신도리코빌딩 8층,2239
231,076340,관악산업,064201,기반조성 및 시설물 축조관련 전문공사업,"4,871,460","2,435,730,000",500,원(KRW),02-2240-7900,"서울특별시 송파구 올림픽로 293-19 (신천동, 현대타워빌딩 2층) ",2239
232,009290,광동제약,032102,의약품 제조업,"52,420,851","52,420,851,000","1,000",원(KRW),02-6006-7777,서울특별시 서초구  서초중앙로 85 가산빌딩 ,2239
233,014200,광림,033001,자동차용 엔진 및 자동차 제조업,"48,498,486","24,249,243,000",500,원(KRW),043 -260 -9111,충청북도 청원군  현도면 청남로 484 (주)광림 ,2239
234,017040,광명전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","43,337,615","21,668,807,500",500,원(KRW),031-494-0720,경기도 안산시 단원구  목내로 160 (목내동) ,2239
235,017900,광전자,032601,반도체 제조업,"57,943,763","28,971,881,500",500,원(KRW),063-839-1111,전라북도 익산시 약촌로8길 62-8 (어양동),2239
236,037710,광주신세계,074701,종합 소매업,"1,600,000","8,000,000,000","5,000",원(KRW),062-360-1234,광주광역시 서구  무진대로 932 (주)광주신세계,2239
237,026910,광진실업,032401,1차 철강 제조업,"6,405,405","3,202,702,500",500,원(KRW),051 -204 -9101,부산 사하구 신평동 370-103 ,2239
238,090150,광진윈텍,033003,자동차 신품 부품 제조업,"9,658,393","4,829,196,500",500,원(KRW),051-711-2222,부산광역시 기장군  장안읍 장안산단9로 110 ,2239
239,267320,교보7호스팩,116601,금융 지원 서비스업,"4,020,000","402,000,000",100,원(KRW),02-3771-9294,서울특별시 영등포구 의사당대로 97 (여의도동),2239
240,242040,교보비엔케이스팩,116601,금융 지원 서비스업,"7,110,000","711,000,000",100,원(KRW),02-3771-9294,"경기도 성남시 분당구 판교로 255 5층(삼평동, 이노밸리F동)",2239
241,030610,교보증권,116601,금융 지원 서비스업,"36,000,000","180,000,000,000","5,000",원(KRW),02-3771-9000,서울특별시 영등포구 의사당대로 97 교보증권빌딩 ,2239
242,053270,구영테크,033003,자동차 신품 부품 제조업,"26,394,174","13,197,087,000",500,원(KRW),053-592-6111,대구광역시 달성군 구지면 국가산단대로39길 119 (창리),2239
243,007690,국도화학,032001,기초 화학물질 제조업,"5,810,616","29,053,080,000","5,000",원(KRW),02-3282-1400,서울특별시 금천구  가산디지털2로 61 ,2239
244,005320,국동,074604,생활용품 도매업,"13,740,480","6,870,240,000",500,원(KRW),02-3407-7710,"서울특별시 동대문구 천호대로 405 7,8층(장안동,동보빌딩) ",2239
245,001140,국보,084903,도로 화물 운송업,"1,682,304","8,411,520,000","5,000",원(KRW),02-765-5544,서울특별시 중구 소공로 88 ,2239
246,066620,국보디자인,064204,실내건축 및 건축마무리 공사업,"7,500,000","3,750,000,000",500,원(KRW),(02)738-2700,서울 마포구 서교동 477-22 ,2239
247,043650,국순당,031101,알코올음료 제조업,"17,858,304","8,929,152,000",500,원(KRW),02  -5138-500,강원도 횡성군 둔내면 강변로 975 ,2239
